,TIME,MONTH,DAY,YEAR,HOUR,WIND_SPEED,WIND_DIR,TEMP,RH,BAROMETER,RADIATION,INNER_TEMP,PM10,PM1,PM2.5
2738,42484.33,4,24,2016,8,0.406725,332.999,22.6388,0.356858,1005.6,2.99323,28.3285,18.0577,13.6252,15.3703
2739,42484.38,4,24,2016,9,0.51584,27.5849,22.9146,0.357335,1006.09,140.382,28.65,28.8115,18.5142,22.0047
2740,42484.42,4,24,2016,10,0.73549,115.07799999999999,23.5017,0.3602,1006.62,442.875,29.0161,27.5019,16.5944,21.0685
2741,42484.46,4,24,2016,11,0.8387899999999999,109.417,26.9726,0.361545,1006.33,554.99,29.1745,40.7463,18.7484,56.599
2742,42484.5,4,24,2016,12,1.21486,101.699,28.6468,0.361155,1006.17,646.89,29.6872,44.4707,15.9931,22.7871
2743,42484.54,4,24,2016,13,1.7742799999999999,135.71200000000002,29.9285,0.363759,1005.62,655.91,30.2646,46.1133,15.6493,21.195999999999998
2744,42484.58,4,24,2016,14,2.14376,143.767,31.0767,0.360026,1004.29,689.92,30.8715,48.3578,15.1268,20.8972
2745,42484.63,4,24,2016,15,2.6863200000000003,142.44799999999998,31.6891,0.359375,1003.53,594.16,31.6461,40.7462,13.1218,17.7038
2746,42484.67,4,24,2016,16,2.2088099999999997,142.57,30.9259,0.359505,1003.08,424.04900000000004,31.6912,41.6955,13.409,17.5537
2747,42484.71,4,24,2016,17,2.5594200000000003,130.886,30.1747,0.36006900000000003,1002.64,227.692,30.8705,41.97,13.9267,17.995
2748,42484.75,4,24,2016,18,2.67663,139.72799999999998,29.0386,0.356163,1002.63,74.281,29.9968,32.1817,13.1667,18.0467
2749,42484.79,4,24,2016,19,2.62378,139.592,27.8278,0.35920100000000005,1003.31,1.1138,28.8141,27.5617,13.9183,18.775
2750,42484.83,4,24,2016,20,2.5630900000000003,143.554,27.1799,0.35841999999999996,1004.17,1.06033,28.8067,26.3467,11.99,17.63
2751,42484.88,4,24,2016,21,2.48845,144.347,26.677,0.35920100000000005,1005.21,1.06155,28.7609,24.5417,11.1133,16.575
