,TIME,MONTH,DAY,YEAR,HOUR,WIND_SPEED,WIND_DIR,TEMP,RH,BAROMETER,RADIATION,INNER_TEMP,PM10,PM1,PM2.5
10952,42830.75,4,5,2017,18,3.05048,136.85,24.9435,0.357595,1007.5,7.8027,28.9802,41.0471,21.7843,29.0071
10953,42830.79,4,5,2017,19,3.24927,134.591,24.311999999999998,0.359896,1008.06,1.10833,27.3865,47.3196,24.1324,33.1794
10954,42830.83,4,5,2017,20,3.55847,136.319,23.8618,0.359505,1008.7,1.14601,27.5294,43.9967,20.4356,30.7456
10955,42830.88,4,5,2017,21,2.8166900000000004,137.365,23.5473,0.358464,1009.67,1.14175,27.7519,33.5438,16.5021,23.4958
10956,42830.92,4,5,2017,22,2.45896,145.37,23.3326,0.36059,1010.37,1.13568,27.7239,33.5905,16.7643,23.873
10957,42830.96,4,5,2017,23,2.54315,139.905,22.8791,0.36006900000000003,1010.27,1.1223100000000001,27.8289,30.095,16.515,21.85
10958,42831.0,4,6,2017,0,2.27152,144.19299999999998,22.6953,0.359896,1009.98,1.1150200000000001,27.7087,24.6587,16.2889,20.2492
10959,42831.04,4,6,2017,1,1.92661,144.476,22.537,0.358507,1009.32,1.11806,26.9911,30.7471,19.2279,23.6941
10960,42831.08,4,6,2017,2,1.3957899999999999,135.239,22.5359,0.359158,1008.97,1.12109,26.8659,34.1626,19.785,25.5593
10961,42831.13,4,6,2017,3,1.52724,128.433,22.5308,0.357682,1008.5,1.10955,26.8162,39.3743,22.3491,28.9871
10962,42831.17,4,6,2017,4,1.16137,124.11200000000001,22.2599,0.35933200000000004,1008.35,1.0974,26.7445,39.1402,23.7737,29.8724
10963,42831.21,4,6,2017,5,1.04864,111.69200000000001,22.2503,0.35907100000000003,1008.44,1.10955,26.7203,38.3,25.0687,30.0832
10964,42831.25,4,6,2017,6,0.91924,114.16799999999999,22.3169,0.359983,1008.86,1.13021,26.8937,44.8336,25.826999999999998,32.7073
10965,42831.29,4,6,2017,7,0.81622,121.421,22.3535,0.358724,1009.62,3.39245,28.0949,44.341,26.6812,33.4607
10966,42831.33,4,6,2017,8,1.37737,139.71,22.7065,0.359852,1010.25,33.3721,29.0428,38.5151,21.9723,28.3
10967,42831.38,4,6,2017,9,1.9996200000000002,143.19,23.5078,0.360417,1010.67,102.32,29.4851,43.9602,21.5797,30.9977
10968,42831.42,4,6,2017,10,2.44004,146.00799999999998,24.8108,0.359288,1010.58,285.655,29.1204,47.0677,22.7292,32.9646
10969,42831.46,4,6,2017,11,2.63389,153.461,26.0401,0.365712,1010.1,350.858,28.2789,45.535,24.5975,32.0837
10970,42831.5,4,6,2017,12,2.8848,163.531,27.0092,0.363498,1009.2,364.264,28.8761,40.5112,24.5712,29.73
10971,42831.54,4,6,2017,13,2.90755,142.125,27.5838,0.361111,1007.83,312.619,29.8193,37.326,24.3479,28.636999999999997
10972,42831.58,4,6,2017,14,3.1936400000000003,136.934,27.4978,0.359722,1006.66,256.12,30.1524,35.0133,22.3317,27.055
10973,42831.63,4,6,2017,15,2.75461,134.14600000000002,28.3291,0.361892,1005.62,448.414,30.3207,32.285,18.64,23.85
10974,42831.67,4,6,2017,16,2.18362,121.514,28.1919,0.360417,1005.03,271.423,30.443,34.995,19.85,25.8067
10975,42831.71,4,6,2017,17,2.54442,115.404,28.2358,0.35841999999999996,1004.86,99.37799999999999,30.2093,36.6667,19.1217,25.6467
