,Unnamed: 0,TIME,MONTH,DAY,YEAR,HOUR,WIND_SPEED,WIND_DIR,TEMP,RH,BAROMETER,RADIATION,INNER_TEMP,PM10,PM1,PM2.5
2436,2436,42471.75,4,11,2016,18,1.90088,130.411,29.4796,0.360417,1003.63,22.2274,30.4502,84.851,41.78100000000001,52.768
2437,2437,42471.79,4,11,2016,19,1.96172,139.395,28.5297,0.36059,1004.17,1.12413,29.1031,86.37,47.8797,59.592
2438,2438,42471.83,4,11,2016,20,2.77303,148.379,27.8406,0.361458,1004.87,1.11016,29.0981,62.89,37.1474,44.6357
2439,2439,42471.88,4,11,2016,21,2.6316,153.235,26.897,0.361458,1006.0,1.09861,28.8982,55.21,31.3313,38.7869
2440,2440,42471.92,4,11,2016,22,2.93236,166.49400000000003,26.2389,0.363455,1006.9,1.10651,28.9775,53.322,30.4886,37.4225
2441,2441,42471.96,4,11,2016,23,2.64189,163.55700000000004,25.7919,0.363932,1007.1,1.0974,28.9633,54.027,30.5279,37.751
2442,2442,42472.0,4,12,2016,0,2.26222,167.93,25.6223,0.36006900000000003,1006.92,1.05243,28.6233,58.69,32.5357,41.0058
2443,2443,42472.04,4,12,2016,1,1.98153,161.54,25.5334,0.358941,1006.16,1.0901,27.5546,60.46,34.986999999999995,43.3213
2444,2444,42472.08,4,12,2016,2,1.99254,163.526,25.3747,0.356944,1005.49,1.10651,27.5177,51.68,33.9844,39.5297
2445,2445,42472.13,4,12,2016,3,1.7568099999999998,171.332,25.2336,0.356337,1004.97,1.08464,27.5208,50.896,32.7442,38.1189
2446,2446,42472.17,4,12,2016,4,1.96456,171.80200000000005,25.2747,0.357509,1004.73,1.1034700000000002,27.4294,49.771,32.3541,38.7236
2447,2447,42472.21,4,12,2016,5,2.1894,165.915,25.2342,0.357509,1004.83,1.11076,27.363000000000003,48.4994,32.134,37.6947
2448,2448,42472.25,4,12,2016,6,2.13528,162.222,25.1676,0.357552,1005.29,1.09314,27.577,62.185,37.4085,45.4866
2449,2449,42472.29,4,12,2016,7,2.1604400000000004,155.335,25.2911,0.356814,1005.82,16.0581,28.7697,64.657,34.9915,44.3746
2450,2450,42472.33,4,12,2016,8,2.19785,157.388,25.7424,0.364062,1006.26,71.21,28.9764,66.96,34.1983,45.1225
2451,2451,42472.38,4,12,2016,9,2.89252,149.529,26.494,0.365755,1006.12,267.546,29.1572,58.243,30.8906,39.6063
2452,2452,42472.42,4,12,2016,10,3.22351,154.79399999999995,27.4854,0.364714,1005.68,475.126,29.5797,54.904,29.8176,37.5351
2453,2453,42472.46,4,12,2016,11,2.3237,145.88299999999995,29.1882,0.365799,1004.82,607.33,29.9315,64.82300000000001,29.5713,38.9489
2454,2454,42472.5,4,12,2016,12,2.44438,138.738,30.9419,0.36467,1003.65,608.86,30.4663,62.43600000000001,24.0635,31.9816
2455,2455,42472.54,4,12,2016,13,2.86605,147.838,31.2076,0.360113,1002.3,473.75,31.6039,53.26600000000001,22.7106,28.6896
2456,2456,42472.58,4,12,2016,14,2.75912,138.805,31.7857,0.361068,1000.92,571.26,32.2494,54.827,22.1759,27.834
2457,2457,42472.63,4,12,2016,15,2.4363,130.23,31.8447,0.360851,1000.01,346.077,32.5375,60.316,24.3741,32.4548
2458,2458,42472.67,4,12,2016,16,2.27388,137.764,30.9567,0.359115,999.19,258.048,32.1549,62.18899999999999,26.6048,34.1272
2459,2459,42472.71,4,12,2016,17,2.62671,139.555,30.3489,0.359983,998.89,130.15,31.5901,68.042,28.9859,37.0555
2460,2460,42472.75,4,12,2016,18,2.63157,140.184,29.291,0.359679,999.15,38.4988,30.4422,68.87,33.6533,43.5653
2461,2461,42472.79,4,12,2016,19,3.06495,139.477,28.0065,0.360286,999.75,1.30825,29.1759,69.736,40.0763,48.6329
2462,2462,42472.83,4,12,2016,20,3.16413,140.13299999999998,27.0218,0.361285,1000.36,1.11198,29.2183,61.929,37.0553,44.2807
2463,2463,42472.88,4,12,2016,21,2.83886,142.362,26.3697,0.362674,1000.98,1.1217,29.0694,63.843,37.3325,46.2926
2464,2464,42472.92,4,12,2016,22,2.7505,143.27,25.8866,0.363281,1001.76,1.10286,29.0292,58.0,35.2001,42.0597
2465,2465,42472.96,4,12,2016,23,2.8715,150.8,25.6237,0.35920100000000005,1002.23,1.08464,28.8893,55.209,34.0256,39.9373
2466,2466,42473.0,4,13,2016,0,2.68552,152.40200000000004,25.3428,0.357205,1001.75,1.10104,28.6588,47.011,30.1402,34.9092
2467,2467,42473.04,4,13,2016,1,2.36409,155.48,25.1499,0.356337,1001.2,1.1217,27.6315,47.6122,29.225,35.1407
2468,2468,42473.08,4,13,2016,2,1.75002,148.645,24.9717,0.35538200000000003,1000.82,1.09861,27.5695,45.1618,29.0556,34.1383
2469,2469,42473.13,4,13,2016,3,1.05611,139.033,24.8521,0.356814,1000.64,1.09071,27.5841,50.176,31.0098,36.7754
2470,2470,42473.17,4,13,2016,4,0.6503399999999999,93.914,24.5779,0.356337,1000.8,1.0974,27.4456,44.9313,31.3554,35.7918
2471,2471,42473.21,4,13,2016,5,0.8853,110.48,24.3734,0.357031,1001.23,1.08342,27.318,40.6496,29.6449,33.0254
2472,2472,42473.25,4,13,2016,6,0.95059,122.446,24.3859,0.358203,1001.91,1.10712,27.4876,52.636,36.1314,40.9789
2473,2473,42473.29,4,13,2016,7,0.90615,92.404,24.601,0.356597,1002.49,23.9033,28.7339,73.027,42.1895,52.354
2474,2474,42473.33,4,13,2016,8,0.76374,84.646,25.0911,0.355339,1003.27,64.25399999999999,28.9498,66.54,42.4867,50.681
2475,2475,42473.38,4,13,2016,9,1.16542,72.111,26.1041,0.362543,1003.77,192.447,29.2207,79.666,40.1186,54.97
2476,2476,42473.42,4,13,2016,10,1.24871,107.457,27.4002,0.362977,1003.5,352.885,29.5502,63.14100000000001,30.8134,42.5924
2477,2477,42473.46,4,13,2016,11,0.76022,115.522,28.4091,0.361198,1002.98,282.443,29.9406,63.94300000000001,33.6022,43.8519
2478,2478,42473.5,4,13,2016,12,0.61983,5.3919,29.2764,0.360894,1002.18,420.292,30.4067,62.975,40.5364,46.7586
2479,2479,42473.54,4,13,2016,13,0.65674,77.137,30.2749,0.362109,1001.27,365.08,30.8139,69.984,42.4728,49.9835
2480,2480,42473.58,4,13,2016,14,1.00357,132.283,30.7928,0.360503,1000.19,244.177,31.1861,86.59700000000002,44.0213,54.145
2481,2481,42473.63,4,13,2016,15,0.87113,129.82,31.0408,0.357682,999.34,233.55,31.0725,87.01799999999999,46.8421,56.92
2482,2482,42473.67,4,13,2016,16,1.57367,100.289,31.024,0.359766,998.69,165.108,30.9089,96.895,47.948,59.358
2483,2483,42473.71,4,13,2016,17,1.24538,121.01,30.6604,0.357856,998.74,70.309,31.1072,94.22,47.6502,59.831
2484,2484,42473.75,4,13,2016,18,2.12507,141.524,29.8784,0.359722,998.82,31.0497,30.2567,93.592,51.447,63.489
2485,2485,42473.79,4,13,2016,19,1.52105,146.49,28.8804,0.360503,999.5,1.60356,28.9432,101.185,55.832,69.092
2486,2486,42473.83,4,13,2016,20,2.45983,136.27200000000002,27.9805,0.361111,1000.22,1.12049,29.0438,76.305,42.0919,52.344
2487,2487,42473.88,4,13,2016,21,2.72238,143.09,26.9118,0.360373,1000.91,1.10408,29.0426,69.342,36.9713,47.9679
