,Unnamed: 0,TIME,MONTH,DAY,YEAR,HOUR,WIND_SPEED,WIND_DIR,TEMP,RH,BAROMETER,RADIATION,INNER_TEMP,PM10,PM1,PM2.5
10676,10676,42819.25,3,25,2017,6,1.13058,103.749,22.9823,0.35920100000000005,1012.16,1.11076,26.9635,18.0744,13.4884,15.2837
10677,10677,42819.29,3,25,2017,7,2.161,124.506,22.1877,0.360677,1012.09,2.5375,27.9914,22.0988,18.0118,19.7014
10678,10678,42819.33,3,25,2017,8,0.87031,159.438,22.1227,0.361458,1013.51,51.0,28.8866,32.6838,23.294,26.2539
10679,10679,42819.38,3,25,2017,9,0.73678,40.4433,22.6184,0.359462,1014.61,139.576,29.3946,48.4413,31.706,37.0561
10680,10680,42819.42,3,25,2017,10,1.42396,64.645,24.6316,0.359115,1015.05,163.858,28.9727,50.544,27.4191,35.4663
10681,10681,42819.46,3,25,2017,11,1.70256,61.38399999999999,25.6336,0.36237,1014.82,131.546,28.8716,48.0323,25.6723,33.2162
10682,10682,42819.5,3,25,2017,12,1.82638,54.104,24.3224,0.359288,1014.73,291.319,28.7068,24.7783,11.2417,16.6883
10683,10683,42819.54,3,25,2017,13,1.62826,59.768,23.6373,0.359896,1013.96,169.75099999999995,29.2553,33.9719,8.3484,12.1391
10684,10684,42819.58,3,25,2017,14,0.81179,47.1024,22.8013,0.359505,1013.4,132.401,29.3345,24.4892,7.0538,10.3831
10685,10685,42819.63,3,25,2017,15,1.55437,12.752,21.6583,0.358073,1013.26,108.976,29.2399,15.4485,7.5273,10.5536
10686,10686,42819.67,3,25,2017,16,1.36545,45.149,21.0433,0.356554,1013.01,30.2167,28.8548,17.9647,8.4529,12.1391
10687,10687,42819.71,3,25,2017,17,1.34903,61.973,21.0857,0.357161,1013.32,12.1965,28.9652,22.7617,10.495,13.6317
10688,10688,42819.75,3,25,2017,18,0.91136,52.878,20.7234,0.357899,1013.87,1.1855,28.5087,30.2425,13.3192,17.5358
10689,10689,42819.79,3,25,2017,19,1.02917,42.209,20.647,0.357509,1014.89,1.06215,28.1001,37.35,15.8567,19.3925
10690,10690,42819.83,3,25,2017,20,0.8735700000000001,55.023,20.4454,0.358724,1016.27,1.08281,28.119,30.3117,18.6792,21.845
10691,10691,42819.88,3,25,2017,21,0.82601,59.944,19.9654,0.35907100000000003,1017.73,1.07674,28.0069,29.8975,19.0475,21.75
10692,10692,42819.92,3,25,2017,22,1.09181,16.1718,19.9616,0.359028,1018.66,1.02813,27.9411,29.3,17.5034,20.2526
10693,10693,42819.96,3,25,2017,23,1.01351,13.2921,19.7394,0.360417,1019.27,1.06641,27.8163,22.9267,13.2167,15.4092
10694,10694,42820.0,3,26,2017,0,0.7487,9.5104,19.6123,0.359288,1019.42,1.06033,27.2308,17.457,11.827,13.343
10695,10695,42820.04,3,26,2017,1,1.09248,13.8003,19.4564,0.357292,1018.96,1.03663,26.532,17.3744,11.2444,12.9078
10696,10696,42820.08,3,26,2017,2,1.33677,20.4929,19.2867,0.359158,1018.5,1.06033,26.2464,14.7966,9.5853,10.7767
10697,10697,42820.13,3,26,2017,3,0.80699,26.7992,19.131,0.359115,1018.58,1.06276,26.1024,12.613,9.2565,10.2348
10698,10698,42820.17,3,26,2017,4,0.82411,10.9924,18.9251,0.35842,1018.48,1.05972,26.1022,22.99,11.43,13.7225
10699,10699,42820.21,3,26,2017,5,1.07146,354.18300000000005,18.7635,0.359679,1018.9,1.05,26.0592,48.0377,14.5684,20.1368
10700,10700,42820.25,3,26,2017,6,0.73416,7.1862,18.7417,0.361024,1019.57,1.04757,25.9927,19.1909,11.0455,13.3
10701,10701,42820.29,3,26,2017,7,0.58877,3.60257,18.5433,0.361545,1020.31,6.1943,26.235,24.8917,11.8583,14.1333
10702,10702,42820.33,3,26,2017,8,0.94412,31.4865,17.5789,0.357509,1021.58,32.9547,26.1989,28.113000000000003,12.9769,16.2445
10703,10703,42820.38,3,26,2017,9,0.79025,21.4988,17.6128,0.361198,1022.51,84.335,26.0985,34.7322,16.2102,20.2966
10704,10704,42820.42,3,26,2017,10,0.468224,351.154,18.4199,0.363759,1022.96,132.189,26.4838,51.928,26.0558,32.118
10705,10705,42820.46,3,26,2017,11,0.89541,12.1854,19.04,0.359505,1023.03,162.332,26.9901,43.6748,24.1084,28.8042
10706,10706,42820.5,3,26,2017,12,0.97607,13.8061,19.8379,0.36059,1022.5,278.306,27.4982,35.0802,19.736,23.7126
10707,10707,42820.54,3,26,2017,13,0.77127,12.3238,20.8577,0.359896,1021.55,322.938,28.6591,27.8384,15.1106,18.7955
10708,10708,42820.58,3,26,2017,14,0.57093,41.4484,21.2399,0.358854,1020.61,228.201,29.0251,31.2481,14.9753,19.0042
10709,10709,42820.63,3,26,2017,15,0.8094399999999999,356.374,20.9747,0.358811,1019.68,130.874,28.9337,37.4816,17.0104,21.7442
10710,10710,42820.67,3,26,2017,16,0.95522,67.351,21.1189,0.358767,1018.9,119.789,28.9869,37.1668,17.8462,22.8561
10711,10711,42820.71,3,26,2017,17,0.61074,66.487,21.118,0.355903,1018.7,29.1393,28.9255,41.4775,16.779,22.9202
10712,10712,42820.75,3,26,2017,18,0.92104,316.569,20.9089,0.357248,1019.12,19.1163,28.7804,54.723,20.4354,27.7414
10713,10713,42820.79,3,26,2017,19,0.8294100000000001,317.966,20.6187,0.359722,1019.51,1.0658,28.5129,72.582,25.9453,35.6589
10714,10714,42820.83,3,26,2017,20,0.68321,320.818,20.3409,0.359115,1020.3,1.06398,28.4818,78.03,35.7417,45.2717
10715,10715,42820.88,3,26,2017,21,0.67505,344.61,19.946,0.358941,1021.19,1.07795,28.3568,65.947,37.444,44.3432
10716,10716,42820.92,3,26,2017,22,0.7187100000000001,352.8590000000001,19.5899,0.35803,1022.22,1.0737,28.2343,56.459,35.1814,41.3762
10717,10717,42820.96,3,26,2017,23,0.53598,4.91662,19.2827,0.358984,1022.6,1.07674,28.0808,55.258,37.66,42.5983
10718,10718,42821.0,3,27,2017,0,0.57573,353.913,18.9487,0.359375,1022.41,1.07977,27.4688,37.3901,25.9826,29.6983
10719,10719,42821.04,3,27,2017,1,1.0213,358.486,18.647,0.35842,1022.01,1.05729,26.4256,36.37,25.3317,28.5517
10720,10720,42821.08,3,27,2017,2,0.77859,340.6430000000001,18.4318,0.361155,1021.56,1.10469,26.0984,33.955,22.6508,26.5692
10721,10721,42821.13,3,27,2017,3,0.5826600000000001,0.093065,18.1501,0.360764,1021.16,1.0919299999999998,25.9579,31.9708,22.6425,25.8725
10722,10722,42821.17,3,27,2017,4,0.96139,15.0755,17.9569,0.359418,1020.77,1.08099,25.9303,30.8367,21.5967,25.1
10723,10723,42821.21,3,27,2017,5,1.0187,13.0726,17.9108,0.360547,1020.8,1.0901,25.9086,29.8792,21.4683,25.15
10724,10724,42821.25,3,27,2017,6,0.70084,9.8339,17.8548,0.360851,1021.24,1.09497,25.8879,47.4797,23.8525,30.5093
10725,10725,42821.29,3,27,2017,7,0.6844100000000001,12.9367,17.9391,0.361458,1021.86,5.1054,25.9395,51.223,30.2233,36.1583
10726,10726,42821.33,3,27,2017,8,1.06563,359.545,18.1061,0.36006900000000003,1022.64,28.9163,26.1696,63.413,35.4892,42.0308
10727,10727,42821.38,3,27,2017,9,0.87792,14.1937,18.377,0.362413,1023.48,96.376,26.3582,58.413,32.0854,38.5878
