,TIME,MONTH,DAY,YEAR,HOUR,WIND_SPEED,WIND_DIR,TEMP,RH,BAROMETER,RADIATION,INNER_TEMP,PM10,PM1,PM2.5
6845,42655.75,10,12,2016,18,0.74605,351.652,31.4245,0.35737800000000003,1008.53,4.87934,29.425,105.89200000000001,50.24100000000001,60.84
6846,42655.79,10,12,2016,19,0.77156,337.452,30.776,0.361198,1009.23,1.15391,27.3896,115.634,62.148999999999994,73.501
6847,42655.83,10,12,2016,20,0.62808,48.3711,30.4028,0.36085100000000003,1010.38,1.13142,27.2084,129.843,65.889,79.90899999999999
6848,42655.88,10,12,2016,21,1.26671,103.374,30.4416,0.36093800000000004,1011.45,1.15208,26.9069,119.758,58.385,70.85
6849,42655.92,10,12,2016,22,1.36192,173.951,29.754,0.362847,1012.11,1.13811,26.5036,110.932,52.216,64.688
6850,42655.96,10,12,2016,23,0.6461399999999999,114.206,29.3322,0.35829,1012.16,1.11198,26.2366,113.39399999999999,46.8617,60.9
6851,42656.0,10,13,2016,0,1.0948799999999999,62.623000000000005,29.32,0.35772600000000004,1011.73,1.11806,26.7151,74.721,39.626999999999995,47.7383
6852,42656.04,10,13,2016,1,0.80835,40.2449,28.9602,0.357769,1011.28,1.10833,27.5616,108.514,60.971000000000004,72.533
6853,42656.08,10,13,2016,2,0.6268600000000001,51.481,28.6404,0.35868099999999997,1010.97,1.09132,27.9832,82.193,50.982,58.641999999999996
6854,42656.13,10,13,2016,3,0.8288700000000001,5.8329,27.828000000000003,0.359766,1010.79,1.0974,28.118000000000002,72.492,49.9556,56.013000000000005
6855,42656.17,10,13,2016,4,1.35392,7.6181,27.1645,0.359983,1010.72,1.09679,27.9531,53.792,35.1809,39.4511
6856,42656.21,10,13,2016,5,0.72644,22.9244,26.7335,0.361632,1011.06,1.10226,27.7069,58.628,39.4539,44.4832
6857,42656.25,10,13,2016,6,0.80345,46.3041,26.3769,0.362066,1011.87,1.09861,27.5522,67.753,41.4451,47.692
6858,42656.29,10,13,2016,7,1.3558299999999999,43.9172,25.5368,0.358854,1013.06,3.1694400000000003,28.3263,73.445,42.9544,49.5745
6859,42656.33,10,13,2016,8,0.9132399999999999,3.5205599999999997,22.8017,0.362109,1014.1,58.928000000000004,28.1543,64.943,56.506,59.926
6860,42656.38,10,13,2016,9,0.59533,340.35900000000004,22.7257,0.36245700000000003,1014.39,107.61,28.9355,74.893,52.458,59.075
6861,42656.42,10,13,2016,10,1.03393,351.577,23.6718,0.361719,1014.53,211.40599999999998,28.5656,71.205,45.3125,52.896
6862,42656.46,10,13,2016,11,1.10637,339.346,24.7629,0.361068,1014.06,345.847,28.3181,61.108000000000004,39.6344,45.6231
