,Unnamed: 0,TIME,MONTH,DAY,YEAR,HOUR,WIND_SPEED,WIND_DIR,TEMP,RH,BAROMETER,RADIATION,INNER_TEMP,PM10,PM1,PM2.5
5176,5176,42585.92,8,3,2016,22,1.55441,105.999,28.0718,0.36467,1002.17,1.16606,26.1762,44.2181,26.6929,32.4271
5177,5177,42585.96,8,3,2016,23,1.91503,130.977,27.9947,0.363759,1002.59,1.18429,25.8554,47.3908,29.2399,35.1065
5178,5178,42586.0,8,4,2016,0,1.46638,124.329,28.0579,0.364106,1002.33,1.16059,26.1864,39.6602,22.9204,28.4352
5179,5179,42586.04,8,4,2016,1,1.26373,151.59,27.9497,0.363194,1001.99,1.1217,26.6306,34.3363,18.5445,23.9404
5180,5180,42586.08,8,4,2016,2,1.03695,130.679,27.9002,0.362457,1001.46,1.11927,27.0358,25.1474,13.75,17.7807
5181,5181,42586.13,8,4,2016,3,0.92145,80.018,27.9238,0.361155,1000.96,1.12352,27.1276,34.9017,22.3467,26.9467
5182,5182,42586.17,8,4,2016,4,1.1004200000000002,92.664,27.8778,0.362413,1001.07,1.14054,27.1876,42.53100000000001,27.0702,32.3012
5183,5183,42586.21,8,4,2016,5,1.5924,97.79,27.6613,0.361458,1001.26,1.12231,27.2197,24.5536,17.4714,20.431
5184,5184,42586.25,8,4,2016,6,1.6965400000000002,130.575,27.2242,0.361632,1001.48,1.12535,27.1443,18.4611,10.8822,13.4739
5185,5185,42586.29,8,4,2016,7,1.72263,131.37,27.1371,0.364583,1002.05,24.2411,27.7742,12.1951,8.1142,9.4685
5186,5186,42586.33,8,4,2016,8,1.50784,115.705,27.3798,0.364323,1002.75,50.635,27.6423,34.7883,13.5817,23.515
5187,5187,42586.38,8,4,2016,9,1.6765900000000002,99.104,27.9798,0.363932,1003.27,130.692,27.5139,35.3815,13.4892,23.6231
5188,5188,42586.42,8,4,2016,10,1.7985799999999998,95.517,28.9672,0.365191,1003.64,277.692,27.5296,29.705,12.1,19.9433
5189,5189,42586.46,8,4,2016,11,2.11223,109.508,31.05,0.368533,1003.62,556.56,27.1743,33.7683,14.9483,22.6333
5190,5190,42586.5,8,4,2016,12,2.41922,146.8,30.2609,0.365799,1003.55,385.11800000000005,28.1841,26.8508,13.3992,19.0133
5191,5191,42586.54,8,4,2016,13,2.23898,144.608,28.6165,0.365451,1002.98,490.986,29.5063,17.6583,8.075,12.26
5192,5192,42586.58,8,4,2016,14,1.87284,146.58100000000005,31.6981,0.364062,1002.59,407.511,30.0836,21.0583,7.985,14.1267
5193,5193,42586.63,8,4,2016,15,1.37085,159.085,32.0398,0.362023,1001.93,247.436,29.8489,20.9208,7.8808,13.985
5194,5194,42586.67,8,4,2016,16,2.09876,78.408,28.8779,0.360764,1002.06,45.136,29.7265,12.9833,6.2325,9.2092
5195,5195,42586.71,8,4,2016,17,1.38319,78.476,27.6942,0.361979,1001.84,54.334,29.7242,16.0183,8.9575,11.7467
5196,5196,42586.75,8,4,2016,18,1.14059,124.964,29.1027,0.36263,1001.58,97.632,29.1967,26.1774,11.7679,18.8104
5197,5197,42586.79,8,4,2016,19,1.13613,104.789,29.3566,0.36006900000000003,1002.4,7.8452,26.6212,39.6108,15.6608,26.5367
5198,5198,42586.83,8,4,2016,20,2.15444,139.037,29.4554,0.360938,1003.47,1.19097,26.0796,33.7833,12.2533,22.5567
5199,5199,42586.88,8,4,2016,21,1.58075,131.73,29.341,0.361632,1004.43,1.17153,25.8181,38.5695,14.8654,25.839
5200,5200,42586.92,8,4,2016,22,1.79352,129.664,29.0481,0.361285,1005.39,1.16606,25.6921,29.5419,13.6351,20.3608
5201,5201,42586.96,8,4,2016,23,1.49239,135.339,28.8108,0.3625,1005.83,1.14722,25.5118,34.5192,18.4533,24.8692
5202,5202,42587.0,8,5,2016,0,1.07675,126.897,28.5154,0.36276,1005.95,1.14661,26.2777,33.1482,19.5222,24.6815
5203,5203,42587.04,8,5,2016,1,1.04237,88.654,28.2718,0.361589,1005.68,1.1217,27.0179,56.072,28.5969,38.5125
5204,5204,42587.08,8,5,2016,2,1.0597299999999998,76.315,28.0448,0.359852,1004.99,1.07977,27.1728,38.4267,20.9117,28.0633
5205,5205,42587.13,8,5,2016,3,0.99477,57.932,27.7302,0.360764,1004.59,1.09983,27.0804,38.1427,21.7284,26.7788
5206,5206,42587.17,8,5,2016,4,1.0475,62.102,27.5013,0.361415,1004.38,1.12535,27.0289,43.1615,22.7692,29.8808
5207,5207,42587.21,8,5,2016,5,0.98446,67.774,27.5661,0.361502,1004.84,1.09679,26.978,49.5377,23.9803,34.3984
5208,5208,42587.25,8,5,2016,6,1.08894,68.696,27.4362,0.361198,1005.28,1.09132,27.007,45.819,28.7933,35.2486
5209,5209,42587.29,8,5,2016,7,1.13064,69.233,27.0293,0.362977,1005.9,96.928,27.8291,32.8723,22.2266,27.3308
5210,5210,42587.33,8,5,2016,8,1.61994,135.16,27.2753,0.364757,1006.43,86.51700000000002,27.669,24.0976,15.36,18.5728
5211,5211,42587.38,8,5,2016,9,1.4866,89.986,27.2038,0.366319,1006.8,67.425,27.668000000000006,35.4613,25.127,29.0474
5212,5212,42587.42,8,5,2016,10,1.16365,90.658,27.1959,0.365755,1007.09,233.59,27.8434,32.7134,22.0216,26.1315
5213,5213,42587.46,8,5,2016,11,1.42645,98.396,27.8405,0.3648,1007.25,190.658,27.6931,34.055,20.6233,25.7197
5214,5214,42587.5,8,5,2016,12,1.09949,103.65,28.1737,0.363976,1006.62,225.269,28.0189,33.0904,21.0159,25.3742
5215,5215,42587.54,8,5,2016,13,1.29113,88.28200000000002,29.243,0.363325,1006.51,354.922,29.2227,32.8082,14.0255,22.1973
5216,5216,42587.58,8,5,2016,14,1.5552700000000002,91.598,30.5971,0.363672,1005.76,446.598,29.8552,23.7403,10.6642,16.2
5217,5217,42587.63,8,5,2016,15,1.5779,97.457,32.2697,0.363021,1004.97,668.58,30.0263,27.4675,10.2637,15.1175
5218,5218,42587.67,8,5,2016,16,1.25707,101.505,32.8078,0.361979,1004.25,518.52,30.4824,34.4281,11.6561,16.9671
5219,5219,42587.71,8,5,2016,17,1.45169,127.071,32.7726,0.360851,1004.1,292.819,30.614,41.2125,12.4172,18.5
5220,5220,42587.75,8,5,2016,18,1.3887200000000002,102.769,32.2863,0.359896,1003.78,110.362,30.0094,34.305,15.945,22.93
5221,5221,42587.79,8,5,2016,19,1.33973,96.089,31.2238,0.363498,1003.92,10.0479,27.1436,38.8983,20.6767,27.1217
5222,5222,42587.83,8,5,2016,20,1.1531,158.141,30.4682,0.363021,1004.69,1.1375,26.4124,46.1483,24.115,31.73
5223,5223,42587.88,8,5,2016,21,1.07114,169.863,29.8355,0.365582,1005.28,1.14905,25.8942,38.3959,17.9817,25.9041
5224,5224,42587.92,8,5,2016,22,1.17697,172.912,29.5269,0.363715,1005.94,1.16181,25.9277,52.442,25.82,35.935
5225,5225,42587.96,8,5,2016,23,1.23659,166.868,29.2799,0.361675,1006.73,1.14661,25.8595,60.79600000000001,27.6517,41.0917
5226,5226,42588.0,8,6,2016,0,1.05211,164.65,28.9625,0.361241,1006.72,1.11259,25.9972,61.752,30.105,42.29
5227,5227,42588.04,8,6,2016,1,0.95276,175.72799999999995,28.6804,0.363368,1006.54,1.09375,26.8628,45.6867,24.27,32.085
5228,5228,42588.08,8,6,2016,2,0.88592,162.066,28.5018,0.362066,1006.29,1.11806,27.3421,32.4167,21.1925,24.9617
5229,5229,42588.13,8,6,2016,3,1.04043,160.989,28.3058,0.361979,1005.93,1.1053,27.4429,48.0358,26.7667,34.2258
5230,5230,42588.17,8,6,2016,4,0.98222,166.958,28.0013,0.361155,1005.69,1.1059,27.4907,48.76,27.0625,34.945
5231,5231,42588.21,8,6,2016,5,0.79687,151.196,27.8149,0.36454,1005.71,1.13203,27.4424,52.649,28.4439,36.6982
5232,5232,42588.25,8,6,2016,6,0.62446,78.536,27.7757,0.361632,1005.71,1.67465,27.2671,54.727,28.1293,38.1378
5233,5233,42588.29,8,6,2016,7,0.6432,99.117,27.9815,0.36237,1005.58,98.945,27.5083,67.02600000000001,33.9117,46.5483
5234,5234,42588.33,8,6,2016,8,0.8367399999999999,136.465,28.9545,0.363194,1005.71,268.806,27.4979,49.2982,23.7179,33.975
5235,5235,42588.38,8,6,2016,9,0.389311,95.178,30.5206,0.367969,1005.91,478.073,26.7354,46.15,21.56,31.1225
5236,5236,42588.42,8,6,2016,10,0.94727,325.082,30.33,0.364193,1005.94,307.341,26.8756,44.7849,25.2509,32.8566
5237,5237,42588.46,8,6,2016,11,0.232055,339.661,32.4051,0.363845,1005.65,585.73,27.6762,52.575,24.365,32.25
5238,5238,42588.5,8,6,2016,12,0.5826100000000001,13.2971,33.0617,0.363976,1005.11,477.223,28.7374,48.4093,22.2481,27.6019
5239,5239,42588.54,8,6,2016,13,1.07556,92.301,32.7305,0.359158,1004.39,256.008,29.9379,41.883,22.371,28.088
5240,5240,42588.58,8,6,2016,14,0.7610399999999999,70.732,33.8154,0.36072,1003.46,474.918,30.6266,46.1685,20.6754,26.3015
5241,5241,42588.63,8,6,2016,15,1.33417,114.796,34.1655,0.361936,1002.45,419.466,31.386,45.3452,19.7129,25.3473
5242,5242,42588.67,8,6,2016,16,1.37122,110.254,34.9166,0.361458,1001.48,426.074,31.571,42.161,17.0735,22.2309
5243,5243,42588.71,8,6,2016,17,1.54853,122.623,34.5875,0.359896,1000.9,281.586,31.4995,37.5256,16.02,21.1632
