,TIME,MONTH,DAY,YEAR,HOUR,WIND_SPEED,WIND_DIR,TEMP,RH,BAROMETER,RADIATION,INNER_TEMP,PM10,PM1,PM2.5
15408,43029.58,10,21,2017,14,1.05941,69.369,28.6505,0.360026,1010.91,329.89599999999996,29.3089,15.7865,8.4997,10.0969
15409,43029.63,10,21,2017,15,0.83505,24.8341,27.81,0.358941,1010.08,194.835,29.2088,14.91,9.4533,10.6283
15410,43029.67,10,21,2017,16,0.71578,0.059064,27.669,0.360113,1009.78,116.375,29.0959,15.1133,9.3367,10.71
15411,43029.71,10,21,2017,17,0.68828,348.44199999999995,27.4559,0.359245,1009.93,40.0926,29.0208,22.8017,14.5883,16.6083
15412,43029.75,10,21,2017,18,0.85646,0.71535,27.0345,0.35737800000000003,1010.15,1.17943,29.4245,27.5433,18.9867,20.965
15413,43029.79,10,21,2017,19,0.9637100000000001,4.12754,26.3546,0.35772600000000004,1010.47,1.0408899999999999,31.1541,29.8917,22.2667,24.1267
15414,43029.83,10,21,2017,20,0.7169300000000001,13.2224,26.0512,0.35651,1011.29,1.03481,31.9633,32.7992,23.5275,25.6975
15415,43029.88,10,21,2017,21,1.25695,70.34100000000001,25.848000000000003,0.35737800000000003,1012.13,1.00078,32.345,21.38,13.2775,15.2875
15416,43029.92,10,21,2017,22,1.1175700000000002,61.199,25.6316,0.35533899999999996,1012.81,1.0056399999999999,32.579,17.9133,11.025,12.5692
15417,43029.96,10,21,2017,23,1.10081,63.102,25.2848,0.35178000000000004,1013.27,1.00625,32.6144,24.4071,11.4408,13.6561
15418,43030.0,10,22,2017,0,1.25191,63.349,24.9132,0.35247399999999995,1013.31,1.00747,31.2036,15.6467,10.9322,12.3344
15419,43030.04,10,22,2017,1,0.89475,52.533,24.824,0.35408,1013.11,1.05608,27.2186,15.667,11.5665,12.9835
15420,43030.08,10,22,2017,2,0.71608,43.474,24.555999999999997,0.356858,1012.58,1.09132,26.4439,24.1474,20.0154,21.3039
15421,43030.13,10,22,2017,3,1.12571,63.733000000000004,24.2917,0.35829,1012.17,1.0998299999999999,26.2913,18.7509,15.6306,16.7175
15422,43030.17,10,22,2017,4,1.0965200000000002,60.696999999999996,24.1358,0.357205,1012.14,1.09375,26.1706,14.0222,12.0851,12.9284
15423,43030.21,10,22,2017,5,1.1410799999999999,61.871,23.9835,0.359288,1011.98,1.10955,26.0886,16.9703,12.9716,14.1831
15424,43030.25,10,22,2017,6,0.82637,60.766999999999996,23.8807,0.359115,1012.32,1.09497,26.5976,19.3801,13.8691,15.1441
15425,43030.29,10,22,2017,7,1.0297399999999999,61.358000000000004,23.7816,0.357595,1013.21,3.0145,28.5387,21.0064,14.8909,16.2962
15426,43030.33,10,22,2017,8,1.10784,63.077,23.8804,0.35625,1013.94,58.898999999999994,29.6581,22.3333,15.2657,16.902
15427,43030.38,10,22,2017,9,1.09517,59.43,24.1894,0.357335,1014.63,102.935,30.3807,21.212,14.9084,16.5241
15428,43030.42,10,22,2017,10,1.08152,63.893,24.7366,0.35625,1014.89,311.529,31.0484,20.7246,13.4365,14.9762
15429,43030.46,10,22,2017,11,1.03106,40.2004,25.0115,0.353689,1014.74,349.165,31.6906,17.3169,12.5113,13.6016
15430,43030.5,10,22,2017,12,1.0589600000000001,44.1241,25.7704,0.36128499999999997,1013.62,653.77,31.2944,16.5438,11.7146,13.138
15431,43030.54,10,22,2017,13,1.1420299999999999,47.4682,26.7485,0.363628,1012.25,769.84,29.6036,17.5122,11.7043,12.9942
15432,43030.58,10,22,2017,14,0.7659699999999999,4.71157,27.6885,0.36245700000000003,1011.19,591.49,29.7395,18.4696,11.2685,12.8245
15433,43030.63,10,22,2017,15,0.64758,0.081721,27.046999999999997,0.36132800000000004,1010.4,258.721,29.3792,20.3928,12.3471,14.5171
15434,43030.67,10,22,2017,16,0.7252,344.32199999999995,26.7671,0.361545,1010.12,99.932,29.1245,18.4724,12.2556,13.7943
15435,43030.71,10,22,2017,17,0.72258,324.962,26.4741,0.36046,1010.1,20.8858,28.93,28.4106,14.798,17.3672
15436,43030.75,10,22,2017,18,0.8830899999999999,324.373,26.4136,0.360286,1010.37,1.08585,29.276999999999997,33.1833,19.6234,22.6697
