,WIND_SPEED,TEMP,RADIATION,PM10,PM2.5
0,0.6715005833333332,17.733962499999997,69.75055791666666,83.52694583333333,54.47830416666665
1,0.7485799166666665,19.449616666666664,89.06190041666669,104.25295833333332,69.21887083333333
2,1.3218075,20.940491666666667,142.89150166666664,109.79136249999999,71.96392083333335
3,1.3967891666666665,21.783883333333335,93.83385208333333,86.1137125,54.740004166666665
4,1.285549791666667,22.613429166666666,116.01324291666668,86.51625000000001,60.950754166666684
5,1.6135433333333333,22.925658333333335,115.98981333333336,64.96473333333334,40.28703333333334
6,2.136165833333333,22.35659583333333,81.51823000000002,68.4303375,45.58321250000001
7,2.5787125,21.9065375,75.71933916666667,68.16980833333335,46.54290416666666
8,2.474179583333333,22.079112499999997,56.08737041666668,70.24465833333332,47.55820000000001
9,1.8856506666666668,24.679466666666666,135.56380833333333,53.60445833333333,33.723862499999996
10,1.5864791666666667,21.929770833333336,130.35134458333334,49.576224999999994,28.06137083333333
11,1.114107083333333,18.593799999999995,34.73189708333333,78.21480000000001,41.3249625
12,0.8084958333333333,17.99214583333333,27.407395416666663,74.52945833333332,53.001224999999984
13,0.7530258333333334,16.496941666666665,11.239640416666662,50.66324583333333,41.69674166666667
14,0.85208875,15.743249999999996,12.590462499999994,42.99158333333333,33.09247916666667
15,0.8008983333333334,16.568062499999996,18.624578749999998,45.493620833333345,36.662537500000006
16,0.9978058333333335,19.606962499999998,129.17076583333338,56.30522083333335,32.724645833333334
17,1.4877816666666666,18.542837499999997,117.19158999999998,91.40712500000002,42.78835
18,0.7505566666666668,17.8997125,49.93785291666668,96.48483333333333,62.83668333333332
19,0.7072238750000001,18.168287499999998,24.98608083333333,134.61370833333336,97.65100000000002
20,0.8701566249999999,18.447287499999998,22.88567875,77.22563749999999,60.472591666666666
21,1.2246050000000002,14.888804166666668,23.644209583333335,32.35249583333334,22.71479583333333
22,1.236885,9.8936625,25.464177500000005,44.675129166666665,27.984629166666668
23,0.8647491666666666,7.3714375000000025,24.497073333333333,55.401391666666655,33.29789166666667
24,0.9540879166666666,9.3761625,81.42525833333333,58.29184641666671,38.819321416666675
25,0.7073554583333334,6.935512499999999,16.443267083333335,15.892791666666666,11.15783333333333
26,0.6411474166666666,10.358204166666665,54.05556958333335,36.543825,33.30499583333333
27,0.8292231666666668,13.030954166666666,43.72907291666666,115.03820833333333,90.46199999999999
