epoch,loss,val_loss,train_time,time
0,0.05582553481229537,0.023146202521664754,1.4723320007324219,09/12/2020 05:27:12
1,0.024794465210771315,0.02852094066994531,0.12684178352355957,09/12/2020 05:27:12
2,0.01832131142462628,0.010402384812810592,0.13875079154968262,09/12/2020 05:27:12
3,0.01374762008265819,0.01204505069680246,0.12493300437927246,09/12/2020 05:27:12
4,0.011239999234483341,0.008296489503533979,0.1481008529663086,09/12/2020 05:27:12
5,0.010735981007121078,0.007553038856713101,0.1256265640258789,09/12/2020 05:27:12
6,0.00881715886381701,0.008285412768600509,0.12471652030944824,09/12/2020 05:27:12
7,0.008508623659687957,0.007016263498891411,0.13599252700805664,09/12/2020 05:27:12
8,0.007801158551532061,0.006164462130982429,0.14793157577514648,09/12/2020 05:27:12
9,0.007671907213588916,0.005962943400455905,0.14089274406433105,09/12/2020 05:27:12
10,0.007356903320323155,0.0058031130756717175,0.14928865432739258,09/12/2020 05:27:12
11,0.007159047460888025,0.005582825097787593,0.15015220642089844,09/12/2020 05:27:12
12,0.006954080586857283,0.00519040840611394,0.15121078491210938,09/12/2020 05:27:12
13,0.0067332153681453335,0.004996245498270062,0.14948320388793945,09/12/2020 05:27:12
14,0.0065586339957394435,0.004888405162741297,0.1391129493713379,09/12/2020 05:27:12
15,0.006435031153338869,0.004704118735389784,0.168198823928833,09/12/2020 05:27:12
16,0.006283435386658641,0.004531137025748778,0.13533926010131836,09/12/2020 05:27:12
17,0.00615565943015363,0.004439384414581582,0.16299772262573242,09/12/2020 05:27:12
18,0.006035952141189977,0.004368248225156484,0.15185785293579102,09/12/2020 05:27:12
19,0.005916558910605203,0.004308445162938109,0.13624048233032227,09/12/2020 05:27:12
20,0.0058074657095914676,0.004231482411601714,0.1546163558959961,09/12/2020 05:27:12
21,0.005660960800617625,0.004196195584622079,0.15051531791687012,09/12/2020 05:27:12
22,0.0056283189384314985,0.004100918703313384,0.13494491577148438,09/12/2020 05:27:12
23,0.005459090562083715,0.004057271069281602,0.1345837116241455,09/12/2020 05:27:12
24,0.005436868163144187,0.004019290836627728,0.14170122146606445,09/12/2020 05:27:12
25,0.0052725320918379365,0.004140623766163897,0.11882352828979492,09/12/2020 05:27:12
26,0.005200896910367621,0.003955139017697158,0.15079283714294434,09/12/2020 05:27:12
27,0.005149778012437215,0.003903566481312737,0.14724469184875488,09/12/2020 05:27:12
28,0.004948680115371479,0.0040154103896514115,0.12466645240783691,09/12/2020 05:27:12
29,0.004899647224385658,0.003846263629384339,0.15248703956604004,09/12/2020 05:27:12
30,0.004808377066791212,0.0038643163861706853,0.13889217376708984,09/12/2020 05:27:12
31,0.0046710085239589525,0.003977801654920248,0.11741399765014648,09/12/2020 05:27:12
32,0.00458554674538306,0.003968922076247898,0.1217803955078125,09/12/2020 05:27:12
33,0.004540749239238279,0.004018923034891486,0.1278080940246582,09/12/2020 05:27:12
34,0.004509672674548286,0.00409988450077695,0.10510587692260742,09/12/2020 05:27:12
35,0.004516022887872291,0.004006642704812943,0.1193385124206543,09/12/2020 05:27:12
36,0.004578961496159357,0.004237210544358406,0.12356066703796387,09/12/2020 05:27:12
37,0.004506572815613734,0.004040729622439747,0.11163330078125,09/12/2020 05:27:12
38,0.004597181560462003,0.003954860712318415,0.12987136840820312,09/12/2020 05:27:12
39,0.0044714066277166415,0.004151357429301632,0.11747050285339355,09/12/2020 05:27:12
